	Word	Frequency in Positive	Conditional of P(wi/positive)	Frequency in Negative	Conditional of P(wi/negative)
482	customers	2	0.00019770660340055358	1	0.000192789666473877
483	woman	3	0.0002965599051008304	5	0.000963948332369385
484	book	2	0.00019770660340055358	1	0.000192789666473877
485	usually	3	0.0002965599051008304	1	0.000192789666473877
486	outfit	3	0.0002965599051008304	1	0.000192789666473877
487	kiss	8	0.0007908264136022143	3	0.000578368999421631
488	distracts	2	0.00019770660340055358	1	0.000192789666473877
489	digest	2	0.00019770660340055358	1	0.000192789666473877
490	unfit	2	0.00019770660340055358	1	0.000192789666473877
491	watch	5	0.0004942665085013839	4	0.000771158665895508
492	solid	3	0.0002965599051008304	4	0.000771158665895508
493	phenomenal	2	0.00019770660340055358	1	0.000192789666473877
494	ungerleider	2	0.00019770660340055358	1	0.000192789666473877
495	inconsiderate	1	9.885330170027679e-05	3	0.000578368999421631
496	emotions	2	0.00019770660340055358	1	0.000192789666473877
497	less	5	0.0004942665085013839	2	0.000385579332947754
498	starting	5	0.0004942665085013839	2	0.000385579332947754
499	adam	4	0.00039541320680110717	1	0.000192789666473877
500	fight	5	0.0004942665085013839	2	0.000385579332947754
501	warren	2	0.00019770660340055358	1	0.000192789666473877
502	butthurt	2	0.00019770660340055358	1	0.000192789666473877
503	balcony	1	9.885330170027679e-05	2	0.000385579332947754
504	remember	2	0.00019770660340055358	1	0.000192789666473877
505	kid	2	0.00019770660340055358	1	0.000192789666473877
506	private	2	0.00019770660340055358	2	0.000385579332947754
507	j.	1	9.885330170027679e-05	2	0.000385579332947754
508	pilot	4	0.00039541320680110717	5	0.000963948332369385
509	accent	1	9.885330170027679e-05	2	0.000385579332947754
510	phenomenon	2	0.00019770660340055358	1	0.000192789666473877
511	messy	3	0.0002965599051008304	1	0.000192789666473877
512	interacting	2	0.00019770660340055358	1	0.000192789666473877
513	his	67	0.006623171213918545	14	0.002699055330634278
514	college	2	0.00019770660340055358	1	0.000192789666473877
515	theme	2	0.00019770660340055358	1	0.000192789666473877
516	ah	2	0.00019770660340055358	1	0.000192789666473877
517	does	26	0.0025701858442071963	18	0.003470213996529786
518	restaurant	3	0.0002965599051008304	2	0.000385579332947754
519	course	5	0.0004942665085013839	1	0.000192789666473877
520	shot	2	0.00019770660340055358	1	0.000192789666473877
521	height	1	9.885330170027679e-05	2	0.000385579332947754
522	stopped	2	0.00019770660340055358	1	0.000192789666473877
523	filming	2	0.00019770660340055358	1	0.000192789666473877
524	joey	81	0.00800711743772242	20	0.00385579332947754
525	snap	1	9.885330170027679e-05	2	0.000385579332947754
526	jokester	2	0.00019770660340055358	1	0.000192789666473877
527	inner	2	0.00019770660340055358	1	0.000192789666473877
528	succeed.	1	9.885330170027679e-05	2	0.000385579332947754
529	everyone	15	0.0014827995255041518	3	0.000578368999421631
530	becoming	3	0.0002965599051008304	1	0.000192789666473877
531	considerate	1	9.885330170027679e-05	2	0.000385579332947754
532	york	2	0.00019770660340055358	1	0.000192789666473877
533	speak	2	0.00019770660340055358	2	0.000385579332947754
534	coming	4	0.00039541320680110717	2	0.000385579332947754
535	deliver	3	0.0002965599051008304	1	0.000192789666473877
536	violet	1	9.885330170027679e-05	2	0.000385579332947754
537	fan-mail	2	0.00019770660340055358	1	0.000192789666473877
538	brittney	3	0.0002965599051008304	1	0.000192789666473877
539	to.	2	0.00019770660340055358	1	0.000192789666473877
540	role	1	9.885330170027679e-05	3	0.000578368999421631
541	agent	2	0.00019770660340055358	2	0.000385579332947754
542	considers	3	0.0002965599051008304	1	0.000192789666473877
543	mostly	1	9.885330170027679e-05	3	0.000578368999421631
544	making	6	0.0005931198102016608	3	0.000578368999421631
545	other	17	0.0016805061289047055	6	0.001156737998843262
546	fantastic	2	0.00019770660340055358	1	0.000192789666473877
547	itself	4	0.00039541320680110717	2	0.000385579332947754
548	tattoo	2	0.00019770660340055358	1	0.000192789666473877
549	empathy	1	9.885330170027679e-05	2	0.000385579332947754
550	delighted	2	0.00019770660340055358	1	0.000192789666473877
551	insemination	2	0.00019770660340055358	1	0.000192789666473877
552	past	3	0.0002965599051008304	6	0.001156737998843262
553	subject	3	0.0002965599051008304	1	0.000192789666473877
554	ago	2	0.00019770660340055358	2	0.000385579332947754
555	pink	3	0.0002965599051008304	1	0.000192789666473877
556	ursula.	2	0.00019770660340055358	1	0.000192789666473877
557	usual	3	0.0002965599051008304	1	0.000192789666473877
558	fell	1	9.885330170027679e-05	2	0.000385579332947754
559	favorites	2	0.00019770660340055358	1	0.000192789666473877
560	continue	2	0.00019770660340055358	1	0.000192789666473877
561	otherwise	3	0.0002965599051008304	1	0.000192789666473877
562	lesbian	3	0.0002965599051008304	5	0.000963948332369385
563	hard-hitting	1	9.885330170027679e-05	2	0.000385579332947754
564	characteristics	2	0.00019770660340055358	1	0.000192789666473877
565	found	3	0.0002965599051008304	2	0.000385579332947754
566	man	6	0.0005931198102016608	2	0.000385579332947754
567	emasculating	1	9.885330170027679e-05	2	0.000385579332947754
568	model	1	9.885330170027679e-05	2	0.000385579332947754
569	main	5	0.0004942665085013839	3	0.000578368999421631
570	telling	5	0.0004942665085013839	1	0.000192789666473877
571	sudden	2	0.00019770660340055358	3	0.000578368999421631
572	alexa	1	9.885330170027679e-05	2	0.000385579332947754
573	dr.	5	0.0004942665085013839	1	0.000192789666473877
574	referred	2	0.00019770660340055358	1	0.000192789666473877
575	ending	8	0.0007908264136022143	3	0.000578368999421631
576	chairs	2	0.00019770660340055358	1	0.000192789666473877
577	duo.	2	0.00019770660340055358	1	0.000192789666473877
578	acting	9	0.0008896797153024911	10	0.00192789666473877
579	lies	2	0.00019770660340055358	1	0.000192789666473877
580	guitarist	2	0.00019770660340055358	1	0.000192789666473877
581	attends	2	0.00019770660340055358	1	0.000192789666473877
582	bullshit	1	9.885330170027679e-05	2	0.000385579332947754
583	exposing	1	9.885330170027679e-05	2	0.000385579332947754
584	dine	2	0.00019770660340055358	1	0.000192789666473877
585	hey	1	9.885330170027679e-05	2	0.000385579332947754
586	contract	2	0.00019770660340055358	1	0.000192789666473877
587	placed	1	9.885330170027679e-05	2	0.000385579332947754
588	ignore	1	9.885330170027679e-05	2	0.000385579332947754
589	men	2	0.00019770660340055358	1	0.000192789666473877
590	centered	1	9.885330170027679e-05	2	0.000385579332947754
591	outstanding	2	0.00019770660340055358	1	0.000192789666473877
592	supportive	1	9.885330170027679e-05	2	0.000385579332947754
593	clear	3	0.0002965599051008304	1	0.000192789666473877
594	jokes	5	0.0004942665085013839	5	0.000963948332369385
595	senior	3	0.0002965599051008304	1	0.000192789666473877
596	humming	2	0.00019770660340055358	1	0.000192789666473877
597	sometimes	2	0.00019770660340055358	2	0.000385579332947754
598	completely	2	0.00019770660340055358	2	0.000385579332947754
599	'flashbacks	2	0.00019770660340055358	1	0.000192789666473877
600	eighth	2	0.00019770660340055358	1	0.000192789666473877
601	subscription	2	0.00019770660340055358	1	0.000192789666473877
602	crush	3	0.0002965599051008304	1	0.000192789666473877
603	hideous	2	0.00019770660340055358	1	0.000192789666473877
604	encouragement	2	0.00019770660340055358	1	0.000192789666473877
605	solve	2	0.00019770660340055358	1	0.000192789666473877
606	ludicrous	1	9.885330170027679e-05	2	0.000385579332947754
607	tell	5	0.0004942665085013839	3	0.000578368999421631
608	minimum	2	0.00019770660340055358	1	0.000192789666473877
609	mad	2	0.00019770660340055358	4	0.000771158665895508
610	quit	2	0.00019770660340055358	1	0.000192789666473877
611	nervous	2	0.00019770660340055358	2	0.000385579332947754
612	wore	2	0.00019770660340055358	1	0.000192789666473877
613	laughs	3	0.0002965599051008304	1	0.000192789666473877
614	classmate	2	0.00019770660340055358	1	0.000192789666473877
615	overheard	2	0.00019770660340055358	1	0.000192789666473877
616	listen	2	0.00019770660340055358	1	0.000192789666473877
617	depressing	2	0.00019770660340055358	1	0.000192789666473877
618	discounted	2	0.00019770660340055358	1	0.000192789666473877
619	ursala	2	0.00019770660340055358	1	0.000192789666473877
620	apartment	9	0.0008896797153024911	2	0.000385579332947754
621	hair	3	0.0002965599051008304	2	0.000385579332947754
622	contact	2	0.00019770660340055358	1	0.000192789666473877
623	misses	2	0.00019770660340055358	1	0.000192789666473877
624	created	2	0.00019770660340055358	2	0.000385579332947754
625	serie	1	9.885330170027679e-05	2	0.000385579332947754
626	indeed	2	0.00019770660340055358	1	0.000192789666473877
627	one.	3	0.0002965599051008304	1	0.000192789666473877
628	award	3	0.0002965599051008304	2	0.000385579332947754
629	youthful	2	0.00019770660340055358	1	0.000192789666473877
630	puzzles	2	0.00019770660340055358	1	0.000192789666473877
631	stuck	4	0.00039541320680110717	1	0.000192789666473877
632	continues	3	0.0002965599051008304	1	0.000192789666473877
633	classic	4	0.00039541320680110717	1	0.000192789666473877
634	finger	3	0.0002965599051008304	1	0.000192789666473877
635	includes	1	9.885330170027679e-05	2	0.000385579332947754
636	disagree	2	0.00019770660340055358	1	0.000192789666473877
637	outside	2	0.00019770660340055358	1	0.000192789666473877
638	best.	2	0.00019770660340055358	1	0.000192789666473877
639	jealous	3	0.0002965599051008304	1	0.000192789666473877
640	romance	1	9.885330170027679e-05	2	0.000385579332947754
641	core	2	0.00019770660340055358	1	0.000192789666473877
642	gut	2	0.00019770660340055358	1	0.000192789666473877
643	stretch	4	0.00039541320680110717	1	0.000192789666473877
644	forth	2	0.00019770660340055358	1	0.000192789666473877
645	kiwi	2	0.00019770660340055358	1	0.000192789666473877
646	inspiration	2	0.00019770660340055358	1	0.000192789666473877
647	grudge	2	0.00019770660340055358	1	0.000192789666473877
648	schoolmate	2	0.00019770660340055358	1	0.000192789666473877
649	major	5	0.0004942665085013839	1	0.000192789666473877
650	matter	2	0.00019770660340055358	1	0.000192789666473877
651	nina	2	0.00019770660340055358	1	0.000192789666473877
652	storylines	2	0.00019770660340055358	1	0.000192789666473877
653	measurements	2	0.00019770660340055358	1	0.000192789666473877
654	recommendation	2	0.00019770660340055358	1	0.000192789666473877
655	handful	1	9.885330170027679e-05	2	0.000385579332947754
656	elliott	1	9.885330170027679e-05	2	0.000385579332947754
657	swiftly	2	0.00019770660340055358	1	0.000192789666473877
658	really	37	0.0036575721629102413	14	0.002699055330634278
659	cry	2	0.00019770660340055358	1	0.000192789666473877
660	tom	2	0.00019770660340055358	1	0.000192789666473877
661	hits	2	0.00019770660340055358	1	0.000192789666473877
662	beautiful.	2	0.00019770660340055358	1	0.000192789666473877
663	connected	2	0.00019770660340055358	1	0.000192789666473877
664	supposed	2	0.00019770660340055358	2	0.000385579332947754
665	turns	5	0.0004942665085013839	4	0.000771158665895508
666	fiancée	2	0.00019770660340055358	1	0.000192789666473877
667	proves	2	0.00019770660340055358	1	0.000192789666473877
668	ask	3	0.0002965599051008304	1	0.000192789666473877
669	start	7	0.0006919731119019375	3	0.000578368999421631
670	exceptional	2	0.00019770660340055358	1	0.000192789666473877
671	transition	1	9.885330170027679e-05	2	0.000385579332947754
672	devolves	2	0.00019770660340055358	1	0.000192789666473877
673	away.	2	0.00019770660340055358	1	0.000192789666473877
674	guise	1	9.885330170027679e-05	2	0.000385579332947754
675	general	2	0.00019770660340055358	1	0.000192789666473877
676	uninteresting	1	9.885330170027679e-05	2	0.000385579332947754
677	accomplish	1	9.885330170027679e-05	2	0.000385579332947754
678	critical	2	0.00019770660340055358	1	0.000192789666473877
679	bulking	2	0.00019770660340055358	1	0.000192789666473877
680	junk	2	0.00019770660340055358	1	0.000192789666473877
681	performing	2	0.00019770660340055358	1	0.000192789666473877
682	importance	2	0.00019770660340055358	3	0.000578368999421631
683	greek	2	0.00019770660340055358	1	0.000192789666473877
684	cute	7	0.0006919731119019375	3	0.000578368999421631
685	e.g	2	0.00019770660340055358	1	0.000192789666473877
686	dramatic	1	9.885330170027679e-05	3	0.000578368999421631
687	turning	2	0.00019770660340055358	1	0.000192789666473877
688	everything	5	0.0004942665085013839	2	0.000385579332947754
689	hospital.	2	0.00019770660340055358	1	0.000192789666473877
690	chill	2	0.00019770660340055358	1	0.000192789666473877
691	centers	1	9.885330170027679e-05	2	0.000385579332947754
692	hospital	5	0.0004942665085013839	2	0.000385579332947754
693	ladies	1	9.885330170027679e-05	2	0.000385579332947754
694	analyses	2	0.00019770660340055358	1	0.000192789666473877
695	should	7	0.0006919731119019375	9	0.001735106998264893
696	schwimmer	3	0.0002965599051008304	3	0.000578368999421631
697	candy	1	9.885330170027679e-05	2	0.000385579332947754
698	lied	1	9.885330170027679e-05	2	0.000385579332947754
699	armed	2	0.00019770660340055358	1	0.000192789666473877
700	deep	2	0.00019770660340055358	1	0.000192789666473877
701	time.	3	0.0002965599051008304	1	0.000192789666473877
702	lobster	2	0.00019770660340055358	1	0.000192789666473877
703	cabana	2	0.00019770660340055358	1	0.000192789666473877
704	damn	2	0.00019770660340055358	2	0.000385579332947754
705	guidance	1	9.885330170027679e-05	2	0.000385579332947754
706	cat	9	0.0008896797153024911	1	0.000192789666473877
707	suffered	2	0.00019770660340055358	1	0.000192789666473877
708	switch	1	9.885330170027679e-05	2	0.000385579332947754
709	bits	4	0.00039541320680110717	1	0.000192789666473877
710	amiably	2	0.00019770660340055358	1	0.000192789666473877
711	accomplice	2	0.00019770660340055358	1	0.000192789666473877
712	match	3	0.0002965599051008304	1	0.000192789666473877
713	build	2	0.00019770660340055358	1	0.000192789666473877
714	pace	2	0.00019770660340055358	1	0.000192789666473877
715	step	2	0.00019770660340055358	1	0.000192789666473877
716	challenges	2	0.00019770660340055358	1	0.000192789666473877
717	poker	3	0.0002965599051008304	1	0.000192789666473877
718	stood	2	0.00019770660340055358	2	0.000385579332947754
719	gold.	2	0.00019770660340055358	1	0.000192789666473877
720	geeky	2	0.00019770660340055358	1	0.000192789666473877
721	stalker	2	0.00019770660340055358	1	0.000192789666473877
722	creators	3	0.0002965599051008304	1	0.000192789666473877
723	majorly	2	0.00019770660340055358	1	0.000192789666473877
724	infuriates	2	0.00019770660340055358	1	0.000192789666473877
725	changing	2	0.00019770660340055358	1	0.000192789666473877
726	employee	2	0.00019770660340055358	1	0.000192789666473877
727	handle	2	0.00019770660340055358	1	0.000192789666473877
728	magnificent	2	0.00019770660340055358	1	0.000192789666473877
729	rushes	3	0.0002965599051008304	1	0.000192789666473877
730	pa	2	0.00019770660340055358	1	0.000192789666473877
731	real	4	0.00039541320680110717	6	0.001156737998843262
732	anyway	2	0.00019770660340055358	1	0.000192789666473877
733	gold	4	0.00039541320680110717	1	0.000192789666473877
734	choices	2	0.00019770660340055358	1	0.000192789666473877
735	jean-claude	2	0.00019770660340055358	1	0.000192789666473877
736	ray	1	9.885330170027679e-05	3	0.000578368999421631
737	reasons	2	0.00019770660340055358	1	0.000192789666473877
738	deeply	2	0.00019770660340055358	1	0.000192789666473877
739	reviwer	2	0.00019770660340055358	1	0.000192789666473877
740	epic.	1	9.885330170027679e-05	2	0.000385579332947754
741	thought-provoking	2	0.00019770660340055358	1	0.000192789666473877
742	talks	5	0.0004942665085013839	1	0.000192789666473877
743	coms	2	0.00019770660340055358	1	0.000192789666473877
744	buy	3	0.0002965599051008304	1	0.000192789666473877
745	de	1	9.885330170027679e-05	2	0.000385579332947754
746	make	16	0.0015816528272044287	7	0.001349527665317139
747	check	2	0.00019770660340055358	3	0.000578368999421631
748	leap	1	9.885330170027679e-05	2	0.000385579332947754
749	ran	2	0.00019770660340055358	1	0.000192789666473877
750	nerves	2	0.00019770660340055358	1	0.000192789666473877
751	netflix	2	0.00019770660340055358	1	0.000192789666473877
752	begins	4	0.00039541320680110717	1	0.000192789666473877
753	process	2	0.00019770660340055358	2	0.000385579332947754
754	cleaning	3	0.0002965599051008304	1	0.000192789666473877
755	continued	1	9.885330170027679e-05	2	0.000385579332947754
756	judy	3	0.0002965599051008304	1	0.000192789666473877
757	stupid	1	9.885330170027679e-05	4	0.000771158665895508
758	crying	2	0.00019770660340055358	1	0.000192789666473877
759	situations	1	9.885330170027679e-05	3	0.000578368999421631
760	example	2	0.00019770660340055358	1	0.000192789666473877
761	normal	2	0.00019770660340055358	1	0.000192789666473877
762	minsk	1	9.885330170027679e-05	2	0.000385579332947754
763	mockolate	2	0.00019770660340055358	1	0.000192789666473877
764	happy	7	0.0006919731119019375	3	0.000578368999421631
765	armchairs	3	0.0002965599051008304	1	0.000192789666473877
766	potentially	2	0.00019770660340055358	1	0.000192789666473877
767	cemetery	2	0.00019770660340055358	1	0.000192789666473877
768	impressive	1	9.885330170027679e-05	2	0.000385579332947754
769	forms	2	0.00019770660340055358	1	0.000192789666473877
770	donan	2	0.00019770660340055358	1	0.000192789666473877
771	mistakes	2	0.00019770660340055358	1	0.000192789666473877
772	bully	3	0.0002965599051008304	1	0.000192789666473877
773	rear	2	0.00019770660340055358	1	0.000192789666473877
774	stronger	1	9.885330170027679e-05	2	0.000385579332947754
775	driving	2	0.00019770660340055358	1	0.000192789666473877
776	weekly	2	0.00019770660340055358	1	0.000192789666473877
777	stealing	2	0.00019770660340055358	1	0.000192789666473877
778	stolen	2	0.00019770660340055358	1	0.000192789666473877
779	david	2	0.00019770660340055358	3	0.000578368999421631
780	confesses	3	0.0002965599051008304	1	0.000192789666473877
781	introduced	5	0.0004942665085013839	1	0.000192789666473877
782	sure	9	0.0008896797153024911	1	0.000192789666473877
783	paolo	5	0.0004942665085013839	1	0.000192789666473877
784	occupation	2	0.00019770660340055358	1	0.000192789666473877
785	so-called	2	0.00019770660340055358	1	0.000192789666473877
786	g.i	1	9.885330170027679e-05	2	0.000385579332947754
787	spending	2	0.00019770660340055358	1	0.000192789666473877
788	reviewer	2	0.00019770660340055358	1	0.000192789666473877
789	yes	3	0.0002965599051008304	1	0.000192789666473877
790	situation.	2	0.00019770660340055358	1	0.000192789666473877
791	emotion	2	0.00019770660340055358	2	0.000385579332947754
792	tries	7	0.0006919731119019375	2	0.000385579332947754
793	computer	1	9.885330170027679e-05	2	0.000385579332947754
794	rating	2	0.00019770660340055358	2	0.000385579332947754
795	good	23	0.002273625939106366	7	0.001349527665317139
796	came	3	0.0002965599051008304	2	0.000385579332947754
797	humor	2	0.00019770660340055358	1	0.000192789666473877
798	cox	3	0.0002965599051008304	2	0.000385579332947754
799	dates	3	0.0002965599051008304	2	0.000385579332947754
800	peep	2	0.00019770660340055358	1	0.000192789666473877
801	smart	3	0.0002965599051008304	2	0.000385579332947754
802	nailed	4	0.00039541320680110717	1	0.000192789666473877
803	beeped	2	0.00019770660340055358	1	0.000192789666473877
804	unable	2	0.00019770660340055358	1	0.000192789666473877
805	game	2	0.00019770660340055358	1	0.000192789666473877
806	monica	90	0.008896797153024912	15	0.002891844997108155
807	designing	2	0.00019770660340055358	1	0.000192789666473877
808	offended	1	9.885330170027679e-05	2	0.000385579332947754
809	partner	2	0.00019770660340055358	2	0.000385579332947754
810	table	3	0.0002965599051008304	1	0.000192789666473877
811	uncomfortable	3	0.0002965599051008304	2	0.000385579332947754
812	well	19	0.001878212732305259	4	0.000771158665895508
813	intelligent	2	0.00019770660340055358	1	0.000192789666473877
814	officially	2	0.00019770660340055358	1	0.000192789666473877
815	vd	2	0.00019770660340055358	1	0.000192789666473877
816	dynamic	1	9.885330170027679e-05	2	0.000385579332947754
817	knew	4	0.00039541320680110717	1	0.000192789666473877
818	rest	7	0.0006919731119019375	2	0.000385579332947754
819	underpants	2	0.00019770660340055358	1	0.000192789666473877
820	ik	1	9.885330170027679e-05	2	0.000385579332947754
821	chicken	5	0.0004942665085013839	1	0.000192789666473877
822	success	2	0.00019770660340055358	1	0.000192789666473877
823	hearts	1	9.885330170027679e-05	3	0.000578368999421631
824	serious	3	0.0002965599051008304	2	0.000385579332947754
825	win	3	0.0002965599051008304	1	0.000192789666473877
826	leg	2	0.00019770660340055358	1	0.000192789666473877
827	chair	1	9.885330170027679e-05	2	0.000385579332947754
828	products	2	0.00019770660340055358	1	0.000192789666473877
829	longer	3	0.0002965599051008304	1	0.000192789666473877
830	julie	8	0.0007908264136022143	4	0.000771158665895508
831	weeks	2	0.00019770660340055358	2	0.000385579332947754
832	dress	4	0.00039541320680110717	3	0.000578368999421631
833	sign	2	0.00019770660340055358	1	0.000192789666473877
834	ca	13	0.0012850929221035982	6	0.001156737998843262
835	care	4	0.00039541320680110717	3	0.000578368999421631
836	deals	2	0.00019770660340055358	1	0.000192789666473877
837	reluctant	2	0.00019770660340055358	1	0.000192789666473877
838	took	4	0.00039541320680110717	1	0.000192789666473877
839	prospect	2	0.00019770660340055358	1	0.000192789666473877
840	american	1	9.885330170027679e-05	2	0.000385579332947754
841	pickles	1	9.885330170027679e-05	4	0.000771158665895508
842	charm	4	0.00039541320680110717	2	0.000385579332947754
843	entirely	2	0.00019770660340055358	1	0.000192789666473877
844	big	5	0.0004942665085013839	5	0.000963948332369385
845	hurts	2	0.00019770660340055358	2	0.000385579332947754
846	yells	2	0.00019770660340055358	1	0.000192789666473877
847	duos	2	0.00019770660340055358	1	0.000192789666473877
848	orders	2	0.00019770660340055358	1	0.000192789666473877
849	russia	1	9.885330170027679e-05	2	0.000385579332947754
850	amends	2	0.00019770660340055358	1	0.000192789666473877
851	amusing	1	9.885330170027679e-05	2	0.000385579332947754
852	incredibly	2	0.00019770660340055358	1	0.000192789666473877
853	pm	2	0.00019770660340055358	1	0.000192789666473877
854	ta	3	0.0002965599051008304	1	0.000192789666473877
855	stiff	1	9.885330170027679e-05	2	0.000385579332947754
856	susen	2	0.00019770660340055358	1	0.000192789666473877
857	fondness	1	9.885330170027679e-05	2	0.000385579332947754
858	disgust	2	0.00019770660340055358	1	0.000192789666473877
859	race	3	0.0002965599051008304	1	0.000192789666473877
860	fills	2	0.00019770660340055358	1	0.000192789666473877
861	bloc	1	9.885330170027679e-05	2	0.000385579332947754
862	liked	5	0.0004942665085013839	2	0.000385579332947754
863	floor	2	0.00019770660340055358	1	0.000192789666473877
864	capital	1	9.885330170027679e-05	2	0.000385579332947754
865	children	2	0.00019770660340055358	2	0.000385579332947754
866	shopping	2	0.00019770660340055358	1	0.000192789666473877
867	simole	2	0.00019770660340055358	1	0.000192789666473877
868	scene	13	0.0012850929221035982	4	0.000771158665895508
869	gang	7	0.0006919731119019375	3	0.000578368999421631
870	manias	2	0.00019770660340055358	1	0.000192789666473877
871	my	23	0.002273625939106366	5	0.000963948332369385
872	accident	3	0.0002965599051008304	1	0.000192789666473877
873	you	35	0.0034598655595096876	9	0.001735106998264893
874	original	3	0.0002965599051008304	1	0.000192789666473877
875	channel	1	9.885330170027679e-05	2	0.000385579332947754
876	promised	2	0.00019770660340055358	1	0.000192789666473877
877	lids	2	0.00019770660340055358	1	0.000192789666473877
878	similarity	2	0.00019770660340055358	1	0.000192789666473877
879	ass	1	9.885330170027679e-05	3	0.000578368999421631
880	xd	2	0.00019770660340055358	1	0.000192789666473877
881	dart	2	0.00019770660340055358	1	0.000192789666473877
882	claiming	2	0.00019770660340055358	1	0.000192789666473877
883	rachel/ross	2	0.00019770660340055358	1	0.000192789666473877
884	perspective	2	0.00019770660340055358	1	0.000192789666473877
885	independent	3	0.0002965599051008304	1	0.000192789666473877
886	rows	2	0.00019770660340055358	1	0.000192789666473877
887	lady	2	0.00019770660340055358	3	0.000578368999421631
888	irony	1	9.885330170027679e-05	2	0.000385579332947754
889	leading	3	0.0002965599051008304	1	0.000192789666473877
890	america	2	0.00019770660340055358	1	0.000192789666473877
891	tribbiani	2	0.00019770660340055358	1	0.000192789666473877
892	parenting	1	9.885330170027679e-05	2	0.000385579332947754
893	shopping.	2	0.00019770660340055358	1	0.000192789666473877
894	afterward	2	0.00019770660340055358	1	0.000192789666473877
895	rate	2	0.00019770660340055358	3	0.000578368999421631
896	episode-	3	0.0002965599051008304	1	0.000192789666473877
897	natural	1	9.885330170027679e-05	2	0.000385579332947754
898	interested	1	9.885330170027679e-05	2	0.000385579332947754
899	twist	3	0.0002965599051008304	1	0.000192789666473877
900	hootie	3	0.0002965599051008304	1	0.000192789666473877
901	hallway	2	0.00019770660340055358	1	0.000192789666473877
902	spree	2	0.00019770660340055358	1	0.000192789666473877
903	professional	2	0.00019770660340055358	2	0.000385579332947754
904	surprised	2	0.00019770660340055358	2	0.000385579332947754
905	morgan	1	9.885330170027679e-05	2	0.000385579332947754
906	arguably	2	0.00019770660340055358	1	0.000192789666473877
907	became-	2	0.00019770660340055358	1	0.000192789666473877
908	stirs	2	0.00019770660340055358	1	0.000192789666473877
909	summary	1	9.885330170027679e-05	2	0.000385579332947754
910	junge	1	9.885330170027679e-05	2	0.000385579332947754
911	encouraging	2	0.00019770660340055358	1	0.000192789666473877
912	pet	2	0.00019770660340055358	1	0.000192789666473877
913	represented	2	0.00019770660340055358	1	0.000192789666473877
914	home	4	0.00039541320680110717	1	0.000192789666473877
915	spot	2	0.00019770660340055358	1	0.000192789666473877
916	thought	5	0.0004942665085013839	2	0.000385579332947754
917	premiere	2	0.00019770660340055358	1	0.000192789666473877
918	like	29	0.002866745749308027	5	0.000963948332369385
919	remini	2	0.00019770660340055358	1	0.000192789666473877
920	happening.ross	2	0.00019770660340055358	1	0.000192789666473877
921	prints	1	9.885330170027679e-05	2	0.000385579332947754
922	gotten	2	0.00019770660340055358	1	0.000192789666473877
923	wonderful	2	0.00019770660340055358	1	0.000192789666473877
924	sarcasm	2	0.00019770660340055358	1	0.000192789666473877
925	it.	4	0.00039541320680110717	2	0.000385579332947754
926	ha	15	0.0014827995255041518	1	0.000192789666473877
927	cliché	1	9.885330170027679e-05	3	0.000578368999421631
928	see	14	0.001383946223803875	9	0.001735106998264893
929	pain.	2	0.00019770660340055358	1	0.000192789666473877
930	worse	3	0.0002965599051008304	1	0.000192789666473877
931	doesnt	3	0.0002965599051008304	1	0.000192789666473877
932	helm	2	0.00019770660340055358	1	0.000192789666473877
933	literally	3	0.0002965599051008304	1	0.000192789666473877
934	delaying	2	0.00019770660340055358	1	0.000192789666473877
935	overly	1	9.885330170027679e-05	2	0.000385579332947754
936	herself	2	0.00019770660340055358	2	0.000385579332947754
937	period	1	9.885330170027679e-05	2	0.000385579332947754
938	blabbermouth	2	0.00019770660340055358	1	0.000192789666473877
939	balance	2	0.00019770660340055358	1	0.000192789666473877
940	paradise	2	0.00019770660340055358	1	0.000192789666473877
941	repeated	2	0.00019770660340055358	1	0.000192789666473877
942	television	4	0.00039541320680110717	4	0.000771158665895508
943	subtle	3	0.0002965599051008304	1	0.000192789666473877
944	picture	1	9.885330170027679e-05	3	0.000578368999421631
945	wost	1	9.885330170027679e-05	2	0.000385579332947754
946	epitome	2	0.00019770660340055358	1	0.000192789666473877
947	diego	3	0.0002965599051008304	1	0.000192789666473877
948	year	7	0.0006919731119019375	1	0.000192789666473877
949	'd	5	0.0004942665085013839	3	0.000578368999421631
950	surprise.	2	0.00019770660340055358	1	0.000192789666473877
951	lot	16	0.0015816528272044287	3	0.000578368999421631
952	deserves	2	0.00019770660340055358	1	0.000192789666473877
953	point	7	0.0006919731119019375	2	0.000385579332947754
954	apologize	1	9.885330170027679e-05	2	0.000385579332947754
955	join	2	0.00019770660340055358	1	0.000192789666473877
956	saves	2	0.00019770660340055358	1	0.000192789666473877
957	margha	1	9.885330170027679e-05	2	0.000385579332947754
958	generation	1	9.885330170027679e-05	3	0.000578368999421631
959	fairchild	1	9.885330170027679e-05	2	0.000385579332947754
960	moment	10	0.0009885330170027679	1	0.000192789666473877
961	i	121	0.011961249505733492	59	0.011374590321958743
962	van	2	0.00019770660340055358	1	0.000192789666473877
963	comes	4	0.00039541320680110717	5	0.000963948332369385
964	times	4	0.00039541320680110717	3	0.000578368999421631
965	5th	2	0.00019770660340055358	1	0.000192789666473877
966	aged	1	9.885330170027679e-05	2	0.000385579332947754
967	timing	4	0.00039541320680110717	1	0.000192789666473877
968	goofy	1	9.885330170027679e-05	2	0.000385579332947754
