	Word	Frequency in Positive	Conditional of P(wi/positive)	Frequency in Negative	Conditional of P(wi/negative)
401	terrible	4.6	0.00039500575334466825	1.6	0.00023822285748317554
402	resumes	3.6	0.0003091349374001752	1.6	0.00023822285748317554
403	want	16.6	0.0014254555446785856	5.6	0.0008337800011911143
404	english	2.6	0.00022326412145568208	1.6	0.00023822285748317554
405	boyfriend	3.6	0.0003091349374001752	1.6	0.00023822285748317554
406	city	2.6	0.00022326412145568208	1.6	0.00023822285748317554
407	lad	1.6	0.00013739330551118897	2.6	0.0003871121434101602
408	show	29.6	0.002541776151956996	18.6	0.0027693407182419155
409	screen	3.6	0.0003091349374001752	1.6	0.00023822285748317554
410	sober	1.6	0.00013739330551118897	4.6	0.0006848907152641296
411	invites	3.6	0.0003091349374001752	1.6	0.00023822285748317554
412	previous	7.6	0.0006526182011781476	2.6	0.0003871121434101602
413	procedures	2.6	0.00022326412145568208	1.6	0.00023822285748317554
414	worth	3.6	0.0003091349374001752	1.6	0.00023822285748317554
415	chance	3.6	0.0003091349374001752	1.6	0.00023822285748317554
416	top	7.6	0.0006526182011781476	2.6	0.0003871121434101602
417	lunges	2.6	0.00022326412145568208	1.6	0.00023822285748317554
418	depressed	2.6	0.00022326412145568208	1.6	0.00023822285748317554
419	indicate	2.6	0.00022326412145568208	1.6	0.00023822285748317554
420	central	10.6	0.0009102306490116269	1.6	0.00023822285748317554
421	beginning	6.6	0.0005667473852336545	1.6	0.00023822285748317554
422	exchanged	1.6	0.00013739330551118897	2.6	0.0003871121434101602
423	many	8.6	0.0007384890171226407	4.6	0.0006848907152641296
424	assures	2.6	0.00022326412145568208	1.6	0.00023822285748317554
425	row	3.6	0.0003091349374001752	1.6	0.00023822285748317554
426	range	2.6	0.00022326412145568208	2.6	0.0003871121434101602
427	crazy	8.6	0.0007384890171226407	2.6	0.0003871121434101602
428	just	37.6	0.003228742679512941	21.6	0.00321600857602287
429	single	4.6	0.00039500575334466825	2.6	0.0003871121434101602
430	pretensions	1.6	0.00013739330551118897	2.6	0.0003871121434101602
431	wished	2.6	0.00022326412145568208	1.6	0.00023822285748317554
432	handler	2.6	0.00022326412145568208	1.6	0.00023822285748317554
433	bot	2.6	0.00022326412145568208	1.6	0.00023822285748317554
434	answering	2.6	0.00022326412145568208	1.6	0.00023822285748317554
435	incidents	3.6	0.0003091349374001752	1.6	0.00023822285748317554
436	vestibule	3.6	0.0003091349374001752	1.6	0.00023822285748317554
437	improving	1.6	0.00013739330551118897	2.6	0.0003871121434101602
438	pop	1.6	0.00013739330551118897	2.6	0.0003871121434101602
439	su	2.6	0.00022326412145568208	1.6	0.00023822285748317554
440	person	5.6	0.00048087656928916137	3.6	0.000536001429337145
441	concert	5.6	0.00048087656928916137	1.6	0.00023822285748317554
442	buys	4.6	0.00039500575334466825	1.6	0.00023822285748317554
443	stressing	2.6	0.00022326412145568208	1.6	0.00023822285748317554
444	seinfeld	3.6	0.0003091349374001752	4.6	0.0006848907152641296
445	directing	2.6	0.00022326412145568208	1.6	0.00023822285748317554
446	rach	3.6	0.0003091349374001752	1.6	0.00023822285748317554
447	greater	2.6	0.00022326412145568208	1.6	0.00023822285748317554
448	nuance	1.6	0.00013739330551118897	2.6	0.0003871121434101602
449	cringiest	1.6	0.00013739330551118897	2.6	0.0003871121434101602
450	named	2.6	0.00022326412145568208	1.6	0.00023822285748317554
451	janice	6.6	0.0005667473852336545	2.6	0.0003871121434101602
452	become.	1.6	0.00013739330551118897	2.6	0.0003871121434101602
453	labor	3.6	0.0003091349374001752	1.6	0.00023822285748317554
454	scared	2.6	0.00022326412145568208	1.6	0.00023822285748317554
455	story	11.6	0.00099610146495612	11.6	0.0017271157167530226
456	cheapness	1.6	0.00013739330551118897	2.6	0.0003871121434101602
457	keeping	1.6	0.00013739330551118897	2.6	0.0003871121434101602
458	finding	3.6	0.0003091349374001752	2.6	0.0003871121434101602
459	leia	2.6	0.00022326412145568208	1.6	0.00023822285748317554
460	minute	5.6	0.00048087656928916137	1.6	0.00023822285748317554
461	silly	2.6	0.00022326412145568208	3.6	0.000536001429337145
462	real-	1.6	0.00013739330551118897	2.6	0.0003871121434101602
463	clever	2.6	0.00022326412145568208	1.6	0.00023822285748317554
464	permanent	1.6	0.00013739330551118897	2.6	0.0003871121434101602
465	saying	2.6	0.00022326412145568208	2.6	0.0003871121434101602
466	obstinately	2.6	0.00022326412145568208	1.6	0.00023822285748317554
467	being	11.6	0.00099610146495612	6.6	0.000982669287118099
468	series.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
469	'm	7.6	0.0006526182011781476	5.6	0.0008337800011911143
470	cracks	2.6	0.00022326412145568208	1.6	0.00023822285748317554
471	jumps	2.6	0.00022326412145568208	1.6	0.00023822285748317554
472	common	3.6	0.0003091349374001752	1.6	0.00023822285748317554
473	boobies	3.6	0.0003091349374001752	1.6	0.00023822285748317554
474	figure	3.6	0.0003091349374001752	1.6	0.00023822285748317554
475	speaking	2.6	0.00022326412145568208	3.6	0.000536001429337145
476	suppose	2.6	0.00022326412145568208	1.6	0.00023822285748317554
477	evolution	3.6	0.0003091349374001752	1.6	0.00023822285748317554
478	naive	2.6	0.00022326412145568208	1.6	0.00023822285748317554
479	fit	3.6	0.0003091349374001752	2.6	0.0003871121434101602
480	fits	2.6	0.00022326412145568208	1.6	0.00023822285748317554
481	s1-e3	2.6	0.00022326412145568208	1.6	0.00023822285748317554
482	customers	2.6	0.00022326412145568208	1.6	0.00023822285748317554
483	woman	3.6	0.0003091349374001752	5.6	0.0008337800011911143
484	book	2.6	0.00022326412145568208	1.6	0.00023822285748317554
485	usually	3.6	0.0003091349374001752	1.6	0.00023822285748317554
486	outfit	3.6	0.0003091349374001752	1.6	0.00023822285748317554
487	kiss	8.6	0.0007384890171226407	3.6	0.000536001429337145
488	distracts	2.6	0.00022326412145568208	1.6	0.00023822285748317554
489	digest	2.6	0.00022326412145568208	1.6	0.00023822285748317554
490	unfit	2.6	0.00022326412145568208	1.6	0.00023822285748317554
491	watch	5.6	0.00048087656928916137	4.6	0.0006848907152641296
492	solid	3.6	0.0003091349374001752	4.6	0.0006848907152641296
493	phenomenal	2.6	0.00022326412145568208	1.6	0.00023822285748317554
494	ungerleider	2.6	0.00022326412145568208	1.6	0.00023822285748317554
495	inconsiderate	1.6	0.00013739330551118897	3.6	0.000536001429337145
496	emotions	2.6	0.00022326412145568208	1.6	0.00023822285748317554
497	less	5.6	0.00048087656928916137	2.6	0.0003871121434101602
498	starting	5.6	0.00048087656928916137	2.6	0.0003871121434101602
499	adam	4.6	0.00039500575334466825	1.6	0.00023822285748317554
500	fight	5.6	0.00048087656928916137	2.6	0.0003871121434101602
501	warren	2.6	0.00022326412145568208	1.6	0.00023822285748317554
502	butthurt	2.6	0.00022326412145568208	1.6	0.00023822285748317554
503	balcony	1.6	0.00013739330551118897	2.6	0.0003871121434101602
504	remember	2.6	0.00022326412145568208	1.6	0.00023822285748317554
505	kid	2.6	0.00022326412145568208	1.6	0.00023822285748317554
506	private	2.6	0.00022326412145568208	2.6	0.0003871121434101602
507	j.	1.6	0.00013739330551118897	2.6	0.0003871121434101602
508	pilot	4.6	0.00039500575334466825	5.6	0.0008337800011911143
509	accent	1.6	0.00013739330551118897	2.6	0.0003871121434101602
510	phenomenon	2.6	0.00022326412145568208	1.6	0.00023822285748317554
511	messy	3.6	0.0003091349374001752	1.6	0.00023822285748317554
512	interacting	2.6	0.00022326412145568208	1.6	0.00023822285748317554
513	his	67.6	0.005804867157847733	14.6	0.0021737835745339767
514	college	2.6	0.00022326412145568208	1.6	0.00023822285748317554
515	theme	2.6	0.00022326412145568208	1.6	0.00023822285748317554
516	ah	2.6	0.00022326412145568208	1.6	0.00023822285748317554
517	does	26.6	0.002284163704123517	18.6	0.0027693407182419155
518	restaurant	3.6	0.0003091349374001752	2.6	0.0003871121434101602
519	course	5.6	0.00048087656928916137	1.6	0.00023822285748317554
520	shot	2.6	0.00022326412145568208	1.6	0.00023822285748317554
521	height	1.6	0.00013739330551118897	2.6	0.0003871121434101602
522	stopped	2.6	0.00022326412145568208	1.6	0.00023822285748317554
523	filming	2.6	0.00022326412145568208	1.6	0.00023822285748317554
524	joey	81.6	0.007007058581070637	20.6	0.003067119290095885
525	snap	1.6	0.00013739330551118897	2.6	0.0003871121434101602
526	jokester	2.6	0.00022326412145568208	1.6	0.00023822285748317554
527	inner	2.6	0.00022326412145568208	1.6	0.00023822285748317554
528	succeed.	1.6	0.00013739330551118897	2.6	0.0003871121434101602
529	everyone	15.6	0.0013395847287340924	3.6	0.000536001429337145
530	becoming	3.6	0.0003091349374001752	1.6	0.00023822285748317554
531	considerate	1.6	0.00013739330551118897	2.6	0.0003871121434101602
532	york	2.6	0.00022326412145568208	1.6	0.00023822285748317554
533	speak	2.6	0.00022326412145568208	2.6	0.0003871121434101602
534	coming	4.6	0.00039500575334466825	2.6	0.0003871121434101602
535	deliver	3.6	0.0003091349374001752	1.6	0.00023822285748317554
536	violet	1.6	0.00013739330551118897	2.6	0.0003871121434101602
537	fan-mail	2.6	0.00022326412145568208	1.6	0.00023822285748317554
538	brittney	3.6	0.0003091349374001752	1.6	0.00023822285748317554
539	to.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
540	role	1.6	0.00013739330551118897	3.6	0.000536001429337145
541	agent	2.6	0.00022326412145568208	2.6	0.0003871121434101602
542	considers	3.6	0.0003091349374001752	1.6	0.00023822285748317554
543	mostly	1.6	0.00013739330551118897	3.6	0.000536001429337145
544	making	6.6	0.0005667473852336545	3.6	0.000536001429337145
545	other	17.6	0.0015113263606230788	6.6	0.000982669287118099
546	fantastic	2.6	0.00022326412145568208	1.6	0.00023822285748317554
547	itself	4.6	0.00039500575334466825	2.6	0.0003871121434101602
548	tattoo	2.6	0.00022326412145568208	1.6	0.00023822285748317554
549	empathy	1.6	0.00013739330551118897	2.6	0.0003871121434101602
550	delighted	2.6	0.00022326412145568208	1.6	0.00023822285748317554
551	insemination	2.6	0.00022326412145568208	1.6	0.00023822285748317554
552	past	3.6	0.0003091349374001752	6.6	0.000982669287118099
553	subject	3.6	0.0003091349374001752	1.6	0.00023822285748317554
554	ago	2.6	0.00022326412145568208	2.6	0.0003871121434101602
555	pink	3.6	0.0003091349374001752	1.6	0.00023822285748317554
556	ursula.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
557	usual	3.6	0.0003091349374001752	1.6	0.00023822285748317554
558	fell	1.6	0.00013739330551118897	2.6	0.0003871121434101602
559	favorites	2.6	0.00022326412145568208	1.6	0.00023822285748317554
560	continue	2.6	0.00022326412145568208	1.6	0.00023822285748317554
561	otherwise	3.6	0.0003091349374001752	1.6	0.00023822285748317554
562	lesbian	3.6	0.0003091349374001752	5.6	0.0008337800011911143
563	hard-hitting	1.6	0.00013739330551118897	2.6	0.0003871121434101602
564	characteristics	2.6	0.00022326412145568208	1.6	0.00023822285748317554
565	found	3.6	0.0003091349374001752	2.6	0.0003871121434101602
566	man	6.6	0.0005667473852336545	2.6	0.0003871121434101602
567	emasculating	1.6	0.00013739330551118897	2.6	0.0003871121434101602
568	model	1.6	0.00013739330551118897	2.6	0.0003871121434101602
569	main	5.6	0.00048087656928916137	3.6	0.000536001429337145
570	telling	5.6	0.00048087656928916137	1.6	0.00023822285748317554
571	sudden	2.6	0.00022326412145568208	3.6	0.000536001429337145
572	alexa	1.6	0.00013739330551118897	2.6	0.0003871121434101602
573	dr.	5.6	0.00048087656928916137	1.6	0.00023822285748317554
574	referred	2.6	0.00022326412145568208	1.6	0.00023822285748317554
575	ending	8.6	0.0007384890171226407	3.6	0.000536001429337145
576	chairs	2.6	0.00022326412145568208	1.6	0.00023822285748317554
577	duo.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
578	acting	9.6	0.0008243598330671338	10.6	0.0015782264308260379
579	lies	2.6	0.00022326412145568208	1.6	0.00023822285748317554
580	guitarist	2.6	0.00022326412145568208	1.6	0.00023822285748317554
581	attends	2.6	0.00022326412145568208	1.6	0.00023822285748317554
582	bullshit	1.6	0.00013739330551118897	2.6	0.0003871121434101602
583	exposing	1.6	0.00013739330551118897	2.6	0.0003871121434101602
584	dine	2.6	0.00022326412145568208	1.6	0.00023822285748317554
585	hey	1.6	0.00013739330551118897	2.6	0.0003871121434101602
586	contract	2.6	0.00022326412145568208	1.6	0.00023822285748317554
587	placed	1.6	0.00013739330551118897	2.6	0.0003871121434101602
588	ignore	1.6	0.00013739330551118897	2.6	0.0003871121434101602
589	men	2.6	0.00022326412145568208	1.6	0.00023822285748317554
590	centered	1.6	0.00013739330551118897	2.6	0.0003871121434101602
591	outstanding	2.6	0.00022326412145568208	1.6	0.00023822285748317554
592	supportive	1.6	0.00013739330551118897	2.6	0.0003871121434101602
593	clear	3.6	0.0003091349374001752	1.6	0.00023822285748317554
594	jokes	5.6	0.00048087656928916137	5.6	0.0008337800011911143
595	senior	3.6	0.0003091349374001752	1.6	0.00023822285748317554
596	humming	2.6	0.00022326412145568208	1.6	0.00023822285748317554
597	sometimes	2.6	0.00022326412145568208	2.6	0.0003871121434101602
598	completely	2.6	0.00022326412145568208	2.6	0.0003871121434101602
599	'flashbacks	2.6	0.00022326412145568208	1.6	0.00023822285748317554
600	eighth	2.6	0.00022326412145568208	1.6	0.00023822285748317554
601	subscription	2.6	0.00022326412145568208	1.6	0.00023822285748317554
602	crush	3.6	0.0003091349374001752	1.6	0.00023822285748317554
603	hideous	2.6	0.00022326412145568208	1.6	0.00023822285748317554
604	encouragement	2.6	0.00022326412145568208	1.6	0.00023822285748317554
605	solve	2.6	0.00022326412145568208	1.6	0.00023822285748317554
606	ludicrous	1.6	0.00013739330551118897	2.6	0.0003871121434101602
607	tell	5.6	0.00048087656928916137	3.6	0.000536001429337145
608	minimum	2.6	0.00022326412145568208	1.6	0.00023822285748317554
609	mad	2.6	0.00022326412145568208	4.6	0.0006848907152641296
610	quit	2.6	0.00022326412145568208	1.6	0.00023822285748317554
611	nervous	2.6	0.00022326412145568208	2.6	0.0003871121434101602
612	wore	2.6	0.00022326412145568208	1.6	0.00023822285748317554
613	laughs	3.6	0.0003091349374001752	1.6	0.00023822285748317554
614	classmate	2.6	0.00022326412145568208	1.6	0.00023822285748317554
615	overheard	2.6	0.00022326412145568208	1.6	0.00023822285748317554
616	listen	2.6	0.00022326412145568208	1.6	0.00023822285748317554
617	depressing	2.6	0.00022326412145568208	1.6	0.00023822285748317554
618	discounted	2.6	0.00022326412145568208	1.6	0.00023822285748317554
619	ursala	2.6	0.00022326412145568208	1.6	0.00023822285748317554
620	apartment	9.6	0.0008243598330671338	2.6	0.0003871121434101602
621	hair	3.6	0.0003091349374001752	2.6	0.0003871121434101602
622	contact	2.6	0.00022326412145568208	1.6	0.00023822285748317554
623	misses	2.6	0.00022326412145568208	1.6	0.00023822285748317554
624	created	2.6	0.00022326412145568208	2.6	0.0003871121434101602
625	serie	1.6	0.00013739330551118897	2.6	0.0003871121434101602
626	indeed	2.6	0.00022326412145568208	1.6	0.00023822285748317554
627	one.	3.6	0.0003091349374001752	1.6	0.00023822285748317554
628	award	3.6	0.0003091349374001752	2.6	0.0003871121434101602
629	youthful	2.6	0.00022326412145568208	1.6	0.00023822285748317554
630	puzzles	2.6	0.00022326412145568208	1.6	0.00023822285748317554
631	stuck	4.6	0.00039500575334466825	1.6	0.00023822285748317554
632	continues	3.6	0.0003091349374001752	1.6	0.00023822285748317554
633	classic	4.6	0.00039500575334466825	1.6	0.00023822285748317554
634	finger	3.6	0.0003091349374001752	1.6	0.00023822285748317554
635	includes	1.6	0.00013739330551118897	2.6	0.0003871121434101602
636	disagree	2.6	0.00022326412145568208	1.6	0.00023822285748317554
637	outside	2.6	0.00022326412145568208	1.6	0.00023822285748317554
638	best.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
639	jealous	3.6	0.0003091349374001752	1.6	0.00023822285748317554
640	romance	1.6	0.00013739330551118897	2.6	0.0003871121434101602
641	core	2.6	0.00022326412145568208	1.6	0.00023822285748317554
642	gut	2.6	0.00022326412145568208	1.6	0.00023822285748317554
643	stretch	4.6	0.00039500575334466825	1.6	0.00023822285748317554
644	forth	2.6	0.00022326412145568208	1.6	0.00023822285748317554
645	kiwi	2.6	0.00022326412145568208	1.6	0.00023822285748317554
646	inspiration	2.6	0.00022326412145568208	1.6	0.00023822285748317554
647	grudge	2.6	0.00022326412145568208	1.6	0.00023822285748317554
648	schoolmate	2.6	0.00022326412145568208	1.6	0.00023822285748317554
649	major	5.6	0.00048087656928916137	1.6	0.00023822285748317554
650	matter	2.6	0.00022326412145568208	1.6	0.00023822285748317554
651	nina	2.6	0.00022326412145568208	1.6	0.00023822285748317554
652	storylines	2.6	0.00022326412145568208	1.6	0.00023822285748317554
653	measurements	2.6	0.00022326412145568208	1.6	0.00023822285748317554
654	recommendation	2.6	0.00022326412145568208	1.6	0.00023822285748317554
655	handful	1.6	0.00013739330551118897	2.6	0.0003871121434101602
656	elliott	1.6	0.00013739330551118897	2.6	0.0003871121434101602
657	swiftly	2.6	0.00022326412145568208	1.6	0.00023822285748317554
658	really	37.6	0.003228742679512941	14.6	0.0021737835745339767
659	cry	2.6	0.00022326412145568208	1.6	0.00023822285748317554
660	tom	2.6	0.00022326412145568208	1.6	0.00023822285748317554
661	hits	2.6	0.00022326412145568208	1.6	0.00023822285748317554
662	beautiful.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
663	connected	2.6	0.00022326412145568208	1.6	0.00023822285748317554
664	supposed	2.6	0.00022326412145568208	2.6	0.0003871121434101602
665	turns	5.6	0.00048087656928916137	4.6	0.0006848907152641296
666	fiancée	2.6	0.00022326412145568208	1.6	0.00023822285748317554
667	proves	2.6	0.00022326412145568208	1.6	0.00023822285748317554
668	ask	3.6	0.0003091349374001752	1.6	0.00023822285748317554
669	start	7.6	0.0006526182011781476	3.6	0.000536001429337145
670	exceptional	2.6	0.00022326412145568208	1.6	0.00023822285748317554
671	transition	1.6	0.00013739330551118897	2.6	0.0003871121434101602
672	devolves	2.6	0.00022326412145568208	1.6	0.00023822285748317554
673	away.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
674	guise	1.6	0.00013739330551118897	2.6	0.0003871121434101602
675	general	2.6	0.00022326412145568208	1.6	0.00023822285748317554
676	uninteresting	1.6	0.00013739330551118897	2.6	0.0003871121434101602
677	accomplish	1.6	0.00013739330551118897	2.6	0.0003871121434101602
678	critical	2.6	0.00022326412145568208	1.6	0.00023822285748317554
679	bulking	2.6	0.00022326412145568208	1.6	0.00023822285748317554
680	junk	2.6	0.00022326412145568208	1.6	0.00023822285748317554
681	performing	2.6	0.00022326412145568208	1.6	0.00023822285748317554
682	importance	2.6	0.00022326412145568208	3.6	0.000536001429337145
683	greek	2.6	0.00022326412145568208	1.6	0.00023822285748317554
684	cute	7.6	0.0006526182011781476	3.6	0.000536001429337145
685	e.g	2.6	0.00022326412145568208	1.6	0.00023822285748317554
686	dramatic	1.6	0.00013739330551118897	3.6	0.000536001429337145
687	turning	2.6	0.00022326412145568208	1.6	0.00023822285748317554
688	everything	5.6	0.00048087656928916137	2.6	0.0003871121434101602
689	hospital.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
690	chill	2.6	0.00022326412145568208	1.6	0.00023822285748317554
691	centers	1.6	0.00013739330551118897	2.6	0.0003871121434101602
692	hospital	5.6	0.00048087656928916137	2.6	0.0003871121434101602
693	ladies	1.6	0.00013739330551118897	2.6	0.0003871121434101602
694	analyses	2.6	0.00022326412145568208	1.6	0.00023822285748317554
695	should	7.6	0.0006526182011781476	9.6	0.0014293371448990532
696	schwimmer	3.6	0.0003091349374001752	3.6	0.000536001429337145
697	candy	1.6	0.00013739330551118897	2.6	0.0003871121434101602
698	lied	1.6	0.00013739330551118897	2.6	0.0003871121434101602
699	armed	2.6	0.00022326412145568208	1.6	0.00023822285748317554
700	deep	2.6	0.00022326412145568208	1.6	0.00023822285748317554
701	time.	3.6	0.0003091349374001752	1.6	0.00023822285748317554
702	lobster	2.6	0.00022326412145568208	1.6	0.00023822285748317554
703	cabana	2.6	0.00022326412145568208	1.6	0.00023822285748317554
704	damn	2.6	0.00022326412145568208	2.6	0.0003871121434101602
705	guidance	1.6	0.00013739330551118897	2.6	0.0003871121434101602
706	cat	9.6	0.0008243598330671338	1.6	0.00023822285748317554
707	suffered	2.6	0.00022326412145568208	1.6	0.00023822285748317554
708	switch	1.6	0.00013739330551118897	2.6	0.0003871121434101602
709	bits	4.6	0.00039500575334466825	1.6	0.00023822285748317554
710	amiably	2.6	0.00022326412145568208	1.6	0.00023822285748317554
711	accomplice	2.6	0.00022326412145568208	1.6	0.00023822285748317554
712	match	3.6	0.0003091349374001752	1.6	0.00023822285748317554
713	build	2.6	0.00022326412145568208	1.6	0.00023822285748317554
714	pace	2.6	0.00022326412145568208	1.6	0.00023822285748317554
715	step	2.6	0.00022326412145568208	1.6	0.00023822285748317554
716	challenges	2.6	0.00022326412145568208	1.6	0.00023822285748317554
717	poker	3.6	0.0003091349374001752	1.6	0.00023822285748317554
718	stood	2.6	0.00022326412145568208	2.6	0.0003871121434101602
719	gold.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
720	geeky	2.6	0.00022326412145568208	1.6	0.00023822285748317554
721	stalker	2.6	0.00022326412145568208	1.6	0.00023822285748317554
722	creators	3.6	0.0003091349374001752	1.6	0.00023822285748317554
723	majorly	2.6	0.00022326412145568208	1.6	0.00023822285748317554
724	infuriates	2.6	0.00022326412145568208	1.6	0.00023822285748317554
725	changing	2.6	0.00022326412145568208	1.6	0.00023822285748317554
726	employee	2.6	0.00022326412145568208	1.6	0.00023822285748317554
727	handle	2.6	0.00022326412145568208	1.6	0.00023822285748317554
728	magnificent	2.6	0.00022326412145568208	1.6	0.00023822285748317554
729	rushes	3.6	0.0003091349374001752	1.6	0.00023822285748317554
730	pa	2.6	0.00022326412145568208	1.6	0.00023822285748317554
731	real	4.6	0.00039500575334466825	6.6	0.000982669287118099
732	anyway	2.6	0.00022326412145568208	1.6	0.00023822285748317554
733	gold	4.6	0.00039500575334466825	1.6	0.00023822285748317554
734	choices	2.6	0.00022326412145568208	1.6	0.00023822285748317554
735	jean-claude	2.6	0.00022326412145568208	1.6	0.00023822285748317554
736	ray	1.6	0.00013739330551118897	3.6	0.000536001429337145
737	reasons	2.6	0.00022326412145568208	1.6	0.00023822285748317554
738	deeply	2.6	0.00022326412145568208	1.6	0.00023822285748317554
739	reviwer	2.6	0.00022326412145568208	1.6	0.00023822285748317554
740	epic.	1.6	0.00013739330551118897	2.6	0.0003871121434101602
741	thought-provoking	2.6	0.00022326412145568208	1.6	0.00023822285748317554
742	talks	5.6	0.00048087656928916137	1.6	0.00023822285748317554
743	coms	2.6	0.00022326412145568208	1.6	0.00023822285748317554
744	buy	3.6	0.0003091349374001752	1.6	0.00023822285748317554
745	de	1.6	0.00013739330551118897	2.6	0.0003871121434101602
746	make	16.6	0.0014254555446785856	7.6	0.0011315585730450838
747	check	2.6	0.00022326412145568208	3.6	0.000536001429337145
748	leap	1.6	0.00013739330551118897	2.6	0.0003871121434101602
749	ran	2.6	0.00022326412145568208	1.6	0.00023822285748317554
750	nerves	2.6	0.00022326412145568208	1.6	0.00023822285748317554
751	netflix	2.6	0.00022326412145568208	1.6	0.00023822285748317554
752	begins	4.6	0.00039500575334466825	1.6	0.00023822285748317554
753	process	2.6	0.00022326412145568208	2.6	0.0003871121434101602
754	cleaning	3.6	0.0003091349374001752	1.6	0.00023822285748317554
755	continued	1.6	0.00013739330551118897	2.6	0.0003871121434101602
756	judy	3.6	0.0003091349374001752	1.6	0.00023822285748317554
757	stupid	1.6	0.00013739330551118897	4.6	0.0006848907152641296
758	crying	2.6	0.00022326412145568208	1.6	0.00023822285748317554
759	situations	1.6	0.00013739330551118897	3.6	0.000536001429337145
760	example	2.6	0.00022326412145568208	1.6	0.00023822285748317554
761	normal	2.6	0.00022326412145568208	1.6	0.00023822285748317554
762	minsk	1.6	0.00013739330551118897	2.6	0.0003871121434101602
763	mockolate	2.6	0.00022326412145568208	1.6	0.00023822285748317554
764	happy	7.6	0.0006526182011781476	3.6	0.000536001429337145
765	armchairs	3.6	0.0003091349374001752	1.6	0.00023822285748317554
766	potentially	2.6	0.00022326412145568208	1.6	0.00023822285748317554
767	cemetery	2.6	0.00022326412145568208	1.6	0.00023822285748317554
768	impressive	1.6	0.00013739330551118897	2.6	0.0003871121434101602
769	forms	2.6	0.00022326412145568208	1.6	0.00023822285748317554
770	donan	2.6	0.00022326412145568208	1.6	0.00023822285748317554
771	mistakes	2.6	0.00022326412145568208	1.6	0.00023822285748317554
772	bully	3.6	0.0003091349374001752	1.6	0.00023822285748317554
773	rear	2.6	0.00022326412145568208	1.6	0.00023822285748317554
774	stronger	1.6	0.00013739330551118897	2.6	0.0003871121434101602
775	driving	2.6	0.00022326412145568208	1.6	0.00023822285748317554
776	weekly	2.6	0.00022326412145568208	1.6	0.00023822285748317554
777	stealing	2.6	0.00022326412145568208	1.6	0.00023822285748317554
778	stolen	2.6	0.00022326412145568208	1.6	0.00023822285748317554
779	david	2.6	0.00022326412145568208	3.6	0.000536001429337145
780	confesses	3.6	0.0003091349374001752	1.6	0.00023822285748317554
781	introduced	5.6	0.00048087656928916137	1.6	0.00023822285748317554
782	sure	9.6	0.0008243598330671338	1.6	0.00023822285748317554
783	paolo	5.6	0.00048087656928916137	1.6	0.00023822285748317554
784	occupation	2.6	0.00022326412145568208	1.6	0.00023822285748317554
785	so-called	2.6	0.00022326412145568208	1.6	0.00023822285748317554
786	g.i	1.6	0.00013739330551118897	2.6	0.0003871121434101602
787	spending	2.6	0.00022326412145568208	1.6	0.00023822285748317554
788	reviewer	2.6	0.00022326412145568208	1.6	0.00023822285748317554
789	yes	3.6	0.0003091349374001752	1.6	0.00023822285748317554
790	situation.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
791	emotion	2.6	0.00022326412145568208	2.6	0.0003871121434101602
792	tries	7.6	0.0006526182011781476	2.6	0.0003871121434101602
793	computer	1.6	0.00013739330551118897	2.6	0.0003871121434101602
794	rating	2.6	0.00022326412145568208	2.6	0.0003871121434101602
795	good	23.6	0.0020265512562900375	7.6	0.0011315585730450838
796	came	3.6	0.0003091349374001752	2.6	0.0003871121434101602
797	humor	2.6	0.00022326412145568208	1.6	0.00023822285748317554
798	cox	3.6	0.0003091349374001752	2.6	0.0003871121434101602
799	dates	3.6	0.0003091349374001752	2.6	0.0003871121434101602
800	peep	2.6	0.00022326412145568208	1.6	0.00023822285748317554
801	smart	3.6	0.0003091349374001752	2.6	0.0003871121434101602
802	nailed	4.6	0.00039500575334466825	1.6	0.00023822285748317554
803	beeped	2.6	0.00022326412145568208	1.6	0.00023822285748317554
804	unable	2.6	0.00022326412145568208	1.6	0.00023822285748317554
805	game	2.6	0.00022326412145568208	1.6	0.00023822285748317554
806	monica	90.6	0.007779895924571075	15.6	0.002322672860460961
807	designing	2.6	0.00022326412145568208	1.6	0.00023822285748317554
808	offended	1.6	0.00013739330551118897	2.6	0.0003871121434101602
809	partner	2.6	0.00022326412145568208	2.6	0.0003871121434101602
810	table	3.6	0.0003091349374001752	1.6	0.00023822285748317554
811	uncomfortable	3.6	0.0003091349374001752	2.6	0.0003871121434101602
812	well	19.6	0.001683067992512065	4.6	0.0006848907152641296
813	intelligent	2.6	0.00022326412145568208	1.6	0.00023822285748317554
814	officially	2.6	0.00022326412145568208	1.6	0.00023822285748317554
815	vd	2.6	0.00022326412145568208	1.6	0.00023822285748317554
816	dynamic	1.6	0.00013739330551118897	2.6	0.0003871121434101602
817	knew	4.6	0.00039500575334466825	1.6	0.00023822285748317554
