	Word	Frequency in Positive	Conditional of P(wi/positive)	Frequency in Negative	Conditional of P(wi/negative)
1229	surely	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1230	hard	4.6	0.00039500575334466825	4.6	0.0006848907152641296
1231	vibrant	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1232	cross	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1233	bobby	1.6	0.00013739330551118897	6.6	0.000982669287118099
1234	thinks	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1235	ruined	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1236	decisions	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1237	secrets	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1238	parallel	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1239	personally	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1240	afraid	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1241	models	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1242	causing	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1243	sweaty	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1244	character	18.6	0.0015971971765675718	8.6	0.0012804478589720685
1245	aftershave	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1246	interact	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1247	feelings	7.6	0.0006526182011781476	2.6	0.0003871121434101602
1248	harmless	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1249	act	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1250	right	4.6	0.00039500575334466825	3.6	0.000536001429337145
1251	seems	4.6	0.00039500575334466825	2.6	0.0003871121434101602
1252	ford	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1253	creating	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1254	doll	1.6	0.00013739330551118897	3.6	0.000536001429337145
1255	tough	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1256	chander	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1257	aback	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1258	same	12.6	0.0010819722809006132	5.6	0.0008337800011911143
1259	pickpockets	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1260	bust	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1261	conversation	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1262	mvp	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1263	hush-hush	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1264	accidently	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1265	amazingly	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1266	inconsistencies	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1267	internet	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1268	welcome	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1269	lets	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1270	virgin	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1271	panties	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1272	team	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1273	museum	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1274	living	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1275	wealthy	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1276	old.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1277	belarus	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1278	kicked	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1279	acted	1.6	0.00013739330551118897	3.6	0.000536001429337145
1280	risks	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1281	primarily	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1282	post	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1283	crescendo	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1284	dejected	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1285	least	5.6	0.00048087656928916137	4.6	0.0006848907152641296
1286	history	5.6	0.00048087656928916137	2.6	0.0003871121434101602
1287	points	3.6	0.0003091349374001752	3.6	0.000536001429337145
1288	heard	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1289	palaeontologist	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1290	envelope	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1291	ends	4.6	0.00039500575334466825	3.6	0.000536001429337145
1292	critics	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1293	loud	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1294	speech	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1295	path	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1296	hit	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1297	comic	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1298	romantic	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1299	insists	3.6	0.0003091349374001752	2.6	0.0003871121434101602
1300	leads	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1301	strangle	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1302	flip-flop	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1303	exasperating	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1304	bother	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1305	future	6.6	0.0005667473852336545	2.6	0.0003871121434101602
1306	'classic	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1307	needed	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1308	eddies	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1309	heart	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1310	nonstop	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1311	shame	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1312	tv	9.6	0.0008243598330671338	8.6	0.0012804478589720685
1313	dozen	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1314	won	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1315	gellers	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1316	security	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1317	telephone	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1318	drama	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1319	instances	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1320	lover	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1321	extensive	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1322	laughed	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1323	great.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1324	were	16.6	0.0014254555446785856	3.6	0.000536001429337145
1325	develops	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1326	no	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1327	revenge	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1328	mr	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1329	miss	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1330	doubt	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1331	kids	3.6	0.0003091349374001752	2.6	0.0003871121434101602
1332	seriously.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1333	sex	10.6	0.0009102306490116269	8.6	0.0012804478589720685
1334	mind	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1335	imagines	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1336	thoughts	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1337	care.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1338	inthis	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1339	shiva	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1340	get	28.6	0.002455905336012503	8.6	0.0012804478589720685
1341	arch	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1342	humping	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1343	creativity	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1344	using	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1345	cos	1.6	0.00013739330551118897	3.6	0.000536001429337145
1346	live	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1347	choose	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1348	loss	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1349	drunk	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1350	forever	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1351	she	55.6	0.004774417366513817	31.6	0.004704901435292717
1352	do.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1353	former	5.6	0.00048087656928916137	1.6	0.00023822285748317554
1354	called	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1355	material	4.6	0.00039500575334466825	3.6	0.000536001429337145
1356	circle	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1357	committees	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1358	overshadowed	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1359	camera	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1360	present	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1361	substitute	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1362	opinion.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1363	moments	7.6	0.0006526182011781476	4.6	0.0006848907152641296
1364	allowed	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1365	pleas	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1366	sperm	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1367	is	204.6	0.01756916894224329	74.6	0.011107140730153058
1368	energetic	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1369	store	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1370	birthday	6.6	0.0005667473852336545	2.6	0.0003871121434101602
1371	show.	3.6	0.0003091349374001752	4.6	0.0006848907152641296
1372	punchier	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1373	burma	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1374	cooking	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1375	moreven	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1376	weight	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1377	bonding	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1378	falling	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1379	dare	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1380	episode	142.6	0.012245178353684716	42.6	0.006342683580489549
1381	says	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1382	information	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1383	modern	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1384	planning	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1385	magic	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1386	enjoying	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1387	everybody	5.6	0.00048087656928916137	2.6	0.0003871121434101602
1388	fantasy	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1389	sleeps	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1390	claims	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1391	years	12.6	0.0010819722809006132	8.6	0.0012804478589720685
1392	visa-bill	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1393	imo	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1394	sweet	5.6	0.00048087656928916137	4.6	0.0006848907152641296
1395	valentine	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1396	say	3.6	0.0003091349374001752	5.6	0.0008337800011911143
1397	ratting	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1398	par	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1399	goof	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1400	opportunity	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1401	dumping	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1402	star	6.6	0.0005667473852336545	1.6	0.00023822285748317554
1403	full	5.6	0.00048087656928916137	2.6	0.0003871121434101602
1404	real-time	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1405	babies	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1406	helps	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1407	favourite	7.6	0.0006526182011781476	1.6	0.00023822285748317554
1408	exception.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1409	nice	11.6	0.00099610146495612	1.6	0.00023822285748317554
1410	grade	2.6	0.00022326412145568208	3.6	0.000536001429337145
1411	setting	2.6	0.00022326412145568208	4.6	0.0006848907152641296
1412	discussions	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1413	started	3.6	0.0003091349374001752	3.6	0.000536001429337145
1414	sending	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1415	pros	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1416	visit	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1417	anyone	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1418	argue	3.6	0.0003091349374001752	2.6	0.0003871121434101602
1419	selfish	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1420	far	5.6	0.00048087656928916137	5.6	0.0008337800011911143
1421	impossible	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1422	syphilis	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1423	see.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1424	goosebumps	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1425	morals	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1426	kudrow	3.6	0.0003091349374001752	2.6	0.0003871121434101602
1427	kicks	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1428	throws	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1429	masterpiece	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1430	bounds	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1431	marga	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1432	owner	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1433	barely	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1434	already	5.6	0.00048087656928916137	2.6	0.0003871121434101602
1435	boring	2.6	0.00022326412145568208	6.6	0.000982669287118099
1436	inexperienced	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1437	fast	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1438	childishly	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1439	credit	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1440	pets	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1441	been	11.6	0.00099610146495612	8.6	0.0012804478589720685
1442	touching	3.6	0.0003091349374001752	2.6	0.0003871121434101602
1443	guests	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1444	wit	3.6	0.0003091349374001752	2.6	0.0003871121434101602
1445	comments	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1446	involves	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1447	neurotic	1.6	0.00013739330551118897	3.6	0.000536001429337145
1448	pants	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1449	sees	5.6	0.00048087656928916137	2.6	0.0003871121434101602
1450	chocolate	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1451	stellar	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1452	gently	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1453	looked	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1454	sit-com	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1455	sad	3.6	0.0003091349374001752	3.6	0.000536001429337145
1456	intimate	5.6	0.00048087656928916137	1.6	0.00023822285748317554
1457	preppy	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1458	preference	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1459	green	3.6	0.0003091349374001752	2.6	0.0003871121434101602
1460	embarrassment	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1461	hysterical	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1462	talents	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1463	sharing	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1464	eventually	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1465	series	14.6	0.0012537139127895994	6.6	0.000982669287118099
1466	cheerfully	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1467	condition	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1468	giving	3.6	0.0003091349374001752	4.6	0.0006848907152641296
1469	spoiling	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1470	euro	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1471	adult	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1472	layers	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1473	are	54.6	0.004688546550569324	15.6	0.002322672860460961
1474	cool.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1475	unfortunately	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1476	think	9.6	0.0008243598330671338	3.6	0.000536001429337145
1477	forced	2.6	0.00022326412145568208	3.6	0.000536001429337145
1478	he	69.6	0.00597660878973672	32.6	0.004853790721219701
1479	obsessive	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1480	forwarding	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1481	them	19.6	0.001683067992512065	3.6	0.000536001429337145
1482	stories	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1483	episodes	24.6	0.0021124220722345305	8.6	0.0012804478589720685
1484	gesture	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1485	spoiled	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1486	imposing	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1487	card	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1488	shy	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1489	once	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1490	taken	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1491	extra	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1492	academic	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1493	thumb	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1494	whose	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1495	parents	18.6	0.0015971971765675718	6.6	0.000982669287118099
1496	total	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1497	estelle	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1498	purest	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1499	hands	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1500	support	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1501	organize	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1502	separation.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1503	led	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1504	sincerity	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1505	relationships	7.6	0.0006526182011781476	3.6	0.000536001429337145
1506	working	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1507	few	6.6	0.0005667473852336545	2.6	0.0003871121434101602
1508	fuss	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1509	dutch	1.6	0.00013739330551118897	8.6	0.0012804478589720685
1510	slapstick	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1511	hunky	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1512	benefit	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1513	habit	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1514	dies	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1515	bathroom	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1516	though	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1517	smile	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1518	accepting	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1519	secret	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1520	suspicious	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1521	half	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1522	cracked	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1523	forget	4.6	0.00039500575334466825	2.6	0.0003871121434101602
1524	perfect	4.6	0.00039500575334466825	3.6	0.000536001429337145
1525	also	20.6	0.001768938808456558	6.6	0.000982669287118099
1526	thing	8.6	0.0007384890171226407	7.6	0.0011315585730450838
1527	spots	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1528	year-old	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1529	pictures	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1530	what	20.6	0.001768938808456558	7.6	0.0011315585730450838
1531	predictable	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1532	problem.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1533	canvas	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1534	pharmacist	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1535	party	11.6	0.00099610146495612	2.6	0.0003871121434101602
1536	emphasis	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1537	joke	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1538	emotionally	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1539	risky	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1540	potential	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1541	quitting	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1542	body	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1543	milos	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1544	plotline	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1545	house/apartment	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1546	read	3.6	0.0003091349374001752	3.6	0.000536001429337145
1547	zoo.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1548	quotes	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1549	short	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1550	hats	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1551	pisses	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1552	solved.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1553	off-	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1554	ruin	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1555	lads	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1556	buffay	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1557	punished	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1558	charachter	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1559	invented	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1560	deal	3.6	0.0003091349374001752	2.6	0.0003871121434101602
1561	fan	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1562	belongings	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1563	funniest	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1564	circumstantial	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1565	seasons	8.6	0.0007384890171226407	5.6	0.0008337800011911143
1566	meantime	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1567	savior	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1568	ursula	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1569	author	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1570	blat	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1571	nicer	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1572	important	1.6	0.00013739330551118897	3.6	0.000536001429337145
1573	went	6.6	0.0005667473852336545	2.6	0.0003871121434101602
1574	jade	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1575	alone	4.6	0.00039500575334466825	2.6	0.0003871121434101602
1576	method	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1577	cope	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1578	women	4.6	0.00039500575334466825	2.6	0.0003871121434101602
1579	approach	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1580	promiscuous	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1581	saw	3.6	0.0003091349374001752	3.6	0.000536001429337145
1582	run	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1583	chief	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1584	subplot	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1585	limitations	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1586	obvious	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1587	before.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1588	novelist	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1589	holding	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1590	lucky	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1591	altar	3.6	0.0003091349374001752	2.6	0.0003871121434101602
1592	matthew	5.6	0.00048087656928916137	4.6	0.0006848907152641296
1593	dance	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1594	storyline	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1595	sour	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1596	reveals	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1597	sets	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1598	set	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1599	steamy	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1600	fall	4.6	0.00039500575334466825	3.6	0.000536001429337145
1601	used	4.6	0.00039500575334466825	2.6	0.0003871121434101602
1602	resolution	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1603	itching	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1604	rough	1.6	0.00013739330551118897	3.6	0.000536001429337145
1605	achievement	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1606	christina	1.6	0.00013739330551118897	4.6	0.0006848907152641296
1607	great	37.6	0.003228742679512941	4.6	0.0006848907152641296
1608	phone	3.6	0.0003091349374001752	2.6	0.0003871121434101602
1609	everytime	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1610	unrealistic	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1611	neenan	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1612	liberal	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1613	whole	6.6	0.0005667473852336545	5.6	0.0008337800011911143
1614	stereotypes	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1615	'animal	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1616	meeting	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1617	duration	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1618	death	5.6	0.00048087656928916137	1.6	0.00023822285748317554
1619	impression	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1620	would	24.6	0.0021124220722345305	10.6	0.0015782264308260379
1621	flippant	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1622	brother	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1623	highlights	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1624	reason	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1625	complimenting	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1626	driver	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1627	divide	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1628	suburbs	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1629	stating	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1630	damme	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1631	excellent	8.6	0.0007384890171226407	3.6	0.000536001429337145
1632	counter	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1633	matt	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1634	nuances	2.6	0.00022326412145568208	1.6	0.00023822285748317554
